City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
295,Nanortalik,GL,2022-01-31 23:26:41,60.1432,-45.2371,26.82,80,100,20.71
296,Praia Da Vitoria,PT,2022-01-31 23:26:41,38.7333,-27.0667,59.76,82,40,17.96
297,Saint George,US,2022-01-31 23:26:17,37.1041,-113.5841,63.07,16,0,1.99
298,Pandan,PH,2022-01-31 23:26:42,14.0453,124.1694,77.49,85,77,16.24
299,Haines Junction,CA,2022-01-31 23:26:42,60.7522,-137.5108,-13.05,58,94,3.44
300,Tuy Hoa,VN,2022-01-31 23:26:43,13.0833,109.3,73.38,90,38,5.77
301,Taoudenni,ML,2022-01-31 23:26:44,22.6783,-3.9836,69.35,8,70,13.53
302,Sao Felix Do Xingu,BR,2022-01-31 23:26:44,-6.6447,-51.995,72.14,96,91,1.03
303,Yuzhne,UA,2022-01-31 23:26:45,46.6221,31.1013,32.22,67,73,3.83
304,Tahta,EG,2022-01-31 23:26:45,26.7693,31.5021,49.77,77,5,2.75
305,Mezhgorye,UA,2022-01-31 23:26:46,44.9667,34.4167,32.27,85,55,7.85
306,Atambua,ID,2022-01-31 23:26:47,-9.1061,124.8925,75.06,85,98,12.19
307,San Jose,US,2022-01-31 23:23:51,37.3394,-121.895,63.41,66,100,1.01
308,Kutum,SD,2022-01-31 23:26:47,14.2,24.6667,50.81,25,0,9.6
309,Vagur,FO,2022-01-31 23:26:48,61.4732,-6.8119,46.58,89,100,34.63
310,Pietermaritzburg,ZA,2022-01-31 23:26:48,-29.6168,30.3928,71.69,96,94,2.35
311,Shimoda,JP,2022-01-31 23:26:49,34.6667,138.95,47.1,68,35,9.33
312,Caxito,AO,2022-01-31 23:25:08,-8.5785,13.6643,79.45,88,99,1.52
313,Keti Bandar,PK,2022-01-31 23:27:50,24.1447,67.4497,70.29,87,0,9.44
314,Quchan,IR,2022-01-31 23:27:50,37.106,58.5095,30.38,56,34,5.97
315,Sao Joao Da Barra,BR,2022-01-31 23:27:50,-21.6403,-41.0511,78.89,89,98,4.9
316,Requena,ES,2022-01-31 23:27:51,39.4883,-1.1004,50.13,59,1,6.78
317,Praia,CV,2022-01-31 23:27:52,14.9215,-23.5087,70.34,88,0,13.8
318,Kaa-Khem,RU,2022-01-31 23:27:52,51.6833,94.7333,-23.64,94,20,2.86
319,Tazovskiy,RU,2022-01-31 23:26:05,67.4667,78.7,2.05,97,100,5.41
320,Lompoc,US,2022-01-31 23:27:53,34.6391,-120.4579,66.51,73,0,9.22
321,Vostok,RU,2022-01-31 23:27:47,46.4856,135.8833,-9.67,98,99,4.32
322,Luan,CH,2022-01-31 23:27:53,46.3592,6.9759,29.37,89,100,3.0
323,Grand Forks,US,2022-01-31 23:27:19,47.9417,-97.4337,24.48,83,100,13.8
324,Sattahip,TH,2022-01-31 23:27:54,12.6664,100.9007,78.98,73,20,6.91
325,Ilyich,KZ,2022-01-31 23:27:55,40.8464,68.5067,37.11,64,28,3.89
326,Tigil,RU,2022-01-31 23:27:55,57.8,158.6667,12.04,85,4,7.87
327,Nador,MA,2022-01-31 23:27:56,35.174,-2.9287,66.45,27,0,9.22
328,Te Anau,NZ,2022-01-31 23:27:56,-45.4167,167.7167,70.72,48,87,2.04
329,Samarai,PG,2022-01-31 23:27:57,-10.6167,150.6667,83.75,69,100,12.53
330,Komsomolskiy,UZ,2022-01-31 23:27:57,40.4272,71.7189,29.62,80,98,4.61
331,Mogadishu,SO,2022-01-31 23:25:24,2.0371,45.3438,77.7,83,59,16.35
332,Broome,US,2022-01-31 23:27:58,42.2506,-75.833,20.55,69,8,1.01
333,Abonnema,NG,2022-01-31 23:27:59,4.7084,6.7931,75.81,50,63,4.63
334,Pacific Grove,US,2022-01-31 23:27:59,36.6177,-121.9166,60.28,84,75,1.01
335,Kendari,ID,2022-01-31 23:28:00,-3.945,122.4989,75.69,91,100,1.14
336,Aksarka,RU,2022-01-31 23:28:01,66.5606,67.7975,-19.73,100,89,5.35
337,Karaman,TR,2022-01-31 23:28:01,37.0833,33.25,24.91,97,90,3.38
338,Sistranda,NO,2022-01-31 23:28:02,63.7256,8.834,35.91,61,100,18.07
339,Kumluca,TR,2022-01-31 23:28:02,36.3703,30.2869,42.67,65,10,6.04
340,Candido Mendes,BR,2022-01-31 23:28:03,-1.4467,-45.7167,76.23,90,100,3.09
341,Nome,US,2022-01-31 23:28:03,64.5011,-165.4064,17.67,45,0,10.36
342,Kota Kinabalu,MY,2022-01-31 23:28:04,5.9749,116.0724,75.18,94,20,4.61
343,Aksu,CN,2022-01-31 23:28:04,41.1231,80.2644,25.36,45,16,3.74
344,Danilovka,RU,2022-01-31 23:28:05,50.3557,44.1168,33.26,93,99,15.79
345,Burnie,AU,2022-01-31 23:28:05,-41.0667,145.9167,72.95,57,68,12.53
346,Pedasi,PA,2022-01-31 23:28:06,7.5333,-80.0333,77.07,74,72,16.04
347,Bengkulu,ID,2022-01-31 23:28:07,-3.8004,102.2655,75.25,87,100,3.74
348,Santa Rosa,PH,2022-01-31 23:28:07,14.3122,121.1114,80.1,72,59,13.2
349,Auki,SB,2022-01-31 23:28:08,-8.7676,160.7034,83.19,74,99,2.8
350,Longyearbyen,SJ,2022-01-31 23:28:08,78.2186,15.6401,12.04,67,20,9.22
351,Nouadhibou,MR,2022-01-31 23:28:09,20.931,-17.0347,66.18,77,100,9.22
352,Viedma,AR,2022-01-31 23:28:09,-40.8135,-62.9967,75.04,21,46,2.35
353,Inirida,CO,2022-01-31 23:28:10,3.8653,-67.9239,80.6,53,83,0.85
354,Harper,LR,2022-01-31 23:23:33,4.375,-7.7169,79.41,82,33,6.4
355,Zhaotong,CN,2022-01-31 23:28:11,27.3167,103.7167,28.49,93,100,5.39
356,Thunder Bay,CA,2022-01-31 23:28:02,48.4001,-89.3168,26.58,82,75,8.05
357,Farah,AF,2022-01-31 23:29:11,32.5,62.5,45.23,35,40,3.56
358,Paka,MY,2022-01-31 23:29:12,4.6374,103.4368,75.13,94,40,1.14
359,Ohara,JP,2022-01-31 23:29:12,35.25,140.3833,43.95,42,93,5.39
360,Mitu,CO,2022-01-31 23:29:13,1.1983,-70.1733,76.98,62,100,0.51
361,Brooks,CA,2022-01-31 23:29:13,50.5834,-111.8851,12.83,60,100,24.16
362,Te Horo,NZ,2022-01-31 23:29:14,-40.8084,175.1233,77.86,65,95,5.99
363,Palestine,PS,2022-01-31 23:29:14,31.9216,35.2033,42.94,91,50,8.01
364,Mutum,BR,2022-01-31 23:29:15,-19.8,-41.4383,75.81,88,68,3.02
365,West Bay,KY,2022-01-31 23:29:16,19.3667,-81.4167,75.27,68,40,4.0
366,Salalah,OM,2022-01-31 23:24:35,17.0151,54.0924,68.09,77,0,3.44
367,Kamenka,RU,2022-01-31 23:29:16,51.3223,42.7678,32.76,88,100,17.52
368,Pavlodar,KZ,2022-01-31 23:29:17,52.3,76.95,21.0,86,100,6.71
369,Middle Island,US,2022-01-31 23:27:39,40.8843,-72.9373,27.25,62,0,0.0
370,Takoradi,GH,2022-01-31 23:29:18,4.8845,-1.7554,78.15,81,58,4.32
371,Mbumi,TZ,2022-01-31 23:27:13,-7.9058,39.2105,73.8,96,86,1.97
372,Frolovo,RU,2022-01-31 23:29:18,49.7713,43.6622,35.38,88,100,15.77
373,Yokadouma,CM,2022-01-31 23:29:19,3.5167,15.05,69.46,30,100,1.41
374,Synya,RU,2022-01-31 23:29:19,65.3718,58.0387,1.35,99,99,4.74
375,Hay River,CA,2022-01-31 23:29:20,60.8156,-115.7999,-4.02,71,40,9.22
376,Binga,ZW,2022-01-31 23:29:20,-17.6203,27.3414,70.23,92,16,4.94
377,Road Town,VG,2022-01-31 23:29:21,18.4167,-64.6167,78.84,73,20,3.44
378,Yar-Sale,RU,2022-01-31 23:29:21,66.8333,70.8333,-16.8,100,85,5.06
379,Esil,KZ,2022-01-31 23:29:22,51.9556,66.4042,22.28,95,100,15.14
380,Homer,US,2022-01-31 23:29:22,59.6425,-151.5483,29.05,74,0,0.0
381,Jalu,LY,2022-01-31 23:29:23,29.0331,21.5482,54.28,64,48,8.46
382,Antofagasta,CL,2022-01-31 23:29:23,-23.65,-70.4,69.08,74,1,6.87
383,Lulea,SE,2022-01-31 23:29:24,65.5842,22.1547,5.07,85,100,8.05
384,Northam,GB,2022-01-31 23:29:24,51.0333,-4.2167,48.61,86,85,19.33
385,Quito,EC,2022-01-31 23:27:20,-0.2299,-78.5249,50.95,91,99,1.12
386,Guerrero Negro,MX,2022-01-31 23:29:25,27.9769,-114.0611,67.17,44,5,11.52
387,Airai,TL,2022-01-31 23:29:26,-8.9266,125.4092,63.61,81,82,4.81
388,Puerto Carreno,CO,2022-01-31 23:29:26,6.189,-67.4859,91.38,38,40,4.61
389,Mogok,MM,2022-01-31 23:29:27,22.9167,96.5,47.53,66,0,2.35
390,Hirara,JP,2022-01-31 23:29:27,24.8,125.2833,64.67,63,75,9.22
391,Necochea,AR,2022-01-31 23:29:28,-38.5473,-58.7368,62.04,49,71,3.36
392,Ginir,ET,2022-01-31 23:29:29,7.1333,40.7,57.69,17,100,3.69
393,De-Kastri,RU,2022-01-31 23:29:29,51.4667,140.7833,6.51,82,100,17.31
394,Koforidua,GH,2022-01-31 23:29:30,6.0941,-0.2591,81.09,53,97,0.58
395,Tucurui,BR,2022-01-31 23:24:37,-3.7661,-49.6725,71.98,96,100,2.89
396,Yerbogachen,RU,2022-01-31 23:29:30,61.2767,108.0108,-10.82,100,97,2.24
397,Pitimbu,BR,2022-01-31 23:26:04,-7.4706,-34.8086,79.39,75,20,8.84
398,Rorvik,NO,2022-01-31 23:29:31,64.8621,11.2373,28.71,80,100,25.88
399,Buncrana,IE,2022-01-31 23:29:32,55.1333,-7.45,50.09,93,100,25.52
400,Derzhavinsk,KZ,2022-01-31 23:30:32,51.1,66.3167,19.65,95,100,16.08
401,College,US,2022-01-31 23:29:14,64.8569,-147.8028,-2.09,71,0,0.0
402,Aklavik,CA,2022-01-31 23:25:58,68.2191,-135.0107,1.4,78,75,11.5
403,Kuito,AO,2022-01-31 23:30:33,-12.3833,16.9333,57.45,90,96,6.13
404,Langsa,ID,2022-01-31 23:30:34,4.4683,97.9683,72.01,92,100,2.35
405,Huarmey,PE,2022-01-31 23:30:34,-10.0681,-78.1522,72.39,80,90,9.08
406,Ilawe,NG,2022-01-31 23:30:35,7.8667,4.4333,71.13,18,60,0.78
407,Tornio,FI,2022-01-31 23:30:35,65.8481,24.1466,-3.98,98,26,5.32
408,Porkhov,RU,2022-01-31 23:30:36,57.765,29.5561,26.49,97,100,4.16
409,Japura,ID,2022-01-31 23:30:36,-0.3167,102.35,73.83,94,71,1.25
410,Muros,ES,2022-01-31 23:29:36,42.7762,-9.0603,51.1,75,6,15.77
411,Troitsko-Pechorsk,RU,2022-01-31 23:30:37,62.7084,56.1964,-10.48,100,87,2.06
412,Saint Anthony,US,2022-01-31 23:30:38,45.0205,-93.218,29.14,74,75,7.0
413,Gewane,ET,2022-01-31 23:30:39,10.1664,40.6453,72.81,39,77,4.68
414,Znamenskoye,RU,2022-01-31 23:30:39,57.1281,73.8282,11.14,97,96,3.74
415,Mezen,RU,2022-01-31 23:30:40,65.8522,44.24,7.57,96,100,4.41
416,Puerto Escondido,MX,2022-01-31 23:30:40,15.85,-97.0667,85.03,61,40,11.5
417,Dothan,US,2022-01-31 23:26:12,31.2232,-85.3905,64.31,45,0,4.61
418,Hualmay,PE,2022-01-31 23:30:41,-11.0964,-77.6139,71.47,81,70,8.59
419,Itajai,BR,2022-01-31 23:25:50,-26.9078,-48.6619,81.0,83,40,4.61
420,Tamandare,BR,2022-01-31 23:30:42,-8.7597,-35.1047,78.94,79,14,6.17
421,Camacha,PT,2022-01-31 23:27:00,33.0833,-16.3333,62.53,82,20,23.02
422,Nantucket,US,2022-01-31 23:30:42,41.2835,-70.0995,24.1,63,0,5.75
423,Trat,TH,2022-01-31 23:30:43,12.5,102.5,83.98,91,30,1.3
424,Kinston,US,2022-01-31 23:30:24,35.2627,-77.5816,46.31,60,0,0.0
425,Luzino,RU,2022-01-31 23:30:44,54.9481,73.0353,22.77,100,40,13.42
426,Astoria,US,2022-01-31 23:30:45,46.1879,-123.8313,45.93,88,80,1.99
427,Iringa,TZ,2022-01-31 23:30:46,-7.7667,35.7,60.17,98,100,1.1
428,Valparaiso,CL,2022-01-31 23:30:46,-33.0393,-71.6273,67.48,77,0,6.91
429,Camabatela,AO,2022-01-31 23:30:47,-8.1881,15.375,62.78,98,89,1.86
430,Kuchera,IN,2022-01-31 23:30:47,26.9839,73.9719,61.65,59,0,7.45
431,Wonthaggi,AU,2022-01-31 23:30:48,-38.6044,145.5913,71.38,81,35,16.53
432,Sao Gabriel,BR,2022-01-31 23:30:48,-30.3364,-54.32,82.31,36,33,15.84
433,Sooke,CA,2022-01-31 23:30:49,48.3746,-123.7276,46.92,78,21,24.16
434,Mbekenyera,TZ,2022-01-31 23:30:50,-10.0,38.9833,69.39,97,42,2.91
435,Tabou,CI,2022-01-31 23:30:50,4.423,-7.3528,78.96,84,74,5.68
436,Culebra,PR,2022-01-31 23:30:51,18.303,-65.301,78.01,65,3,5.01
437,Kaili,ID,2022-01-31 23:30:51,-3.4626,120.2147,72.03,81,99,1.19
438,Egvekinot,RU,2022-01-31 23:30:52,66.3167,-179.1667,2.1,70,87,13.15
439,Mackenzie,CA,2022-01-31 23:30:52,55.2999,-123.1698,12.42,62,100,3.44
440,Vestmanna,FO,2022-01-31 23:30:53,62.1564,-7.1664,45.52,81,100,29.93
441,Andenes,NO,2022-01-31 23:30:53,69.3143,16.1194,26.58,80,100,13.8
442,Portland,US,2022-01-31 23:27:32,45.5234,-122.6762,49.51,79,100,3.0
443,Bageshwar,IN,2022-01-31 23:30:54,29.85,79.7667,40.53,65,3,2.91
444,Chicama,PE,2022-01-31 23:30:55,-7.8447,-79.1469,66.74,72,34,6.87
445,Muyezerskiy,RU,2022-01-31 23:30:55,63.9333,31.65,14.32,95,100,8.68
446,Lakes Entrance,AU,2022-01-31 23:31:56,-37.8811,147.981,83.57,59,2,8.75
447,Mayahi,NE,2022-01-31 23:31:56,13.9553,7.6712,58.23,11,3,13.78
448,Geraldton,AU,2022-01-31 23:31:19,-28.7667,114.6,72.01,56,11,17.27
449,Beringovskiy,RU,2022-01-31 23:27:01,63.05,179.3167,0.59,87,92,17.11
450,Linxia,CN,2022-01-31 23:31:57,35.6003,103.2064,13.42,85,88,3.27
451,San Quintin,MX,2022-01-31 23:31:58,30.4833,-115.95,61.75,63,82,11.03
452,Camopi,GF,2022-01-31 23:31:59,3.1655,-52.3158,71.74,99,83,2.44
453,Tungor,RU,2022-01-31 23:31:59,53.3808,142.9564,4.51,92,100,24.79
454,Borzya,RU,2022-01-31 23:32:00,50.3833,116.5167,-25.31,99,81,3.27
455,Uppsala,SE,2022-01-31 23:32:00,60.0,17.75,23.58,73,100,12.66
456,Tommot,RU,2022-01-31 23:32:01,58.9564,126.2925,-7.64,98,100,5.57
457,Wamba,NG,2022-01-31 23:32:01,8.9333,8.6,67.5,18,60,4.5
458,Srivardhan,IN,2022-01-31 23:32:02,18.0333,73.0167,67.8,55,9,5.61
459,Neuquen,AR,2022-01-31 23:28:53,-38.9516,-68.0591,84.09,23,0,4.61
460,Murray Bridge,AU,2022-01-31 23:30:05,-35.1167,139.2667,73.69,64,84,18.63
461,Altamira,BR,2022-01-31 23:32:03,-3.2033,-52.2064,73.62,98,99,2.01
462,Charlottesville,US,2022-01-31 23:32:04,38.0293,-78.4767,32.25,71,38,1.01
463,Nieuw Nickerie,SR,2022-01-31 23:32:05,5.95,-56.9833,77.92,81,86,12.37
464,Sao Jose Da Coroa Grande,BR,2022-01-31 23:32:05,-8.8978,-35.1478,79.25,78,13,7.23
465,Cervo,ES,2022-01-31 23:32:06,43.6702,-7.4101,51.96,81,88,11.81
466,Mega,ET,2022-01-31 23:32:06,4.05,38.3,61.27,39,63,6.64
467,Maldonado,UY,2022-01-31 23:31:27,-34.6667,-54.9167,65.59,65,5,5.91
468,Preobrazheniye,RU,2022-01-31 23:32:07,42.9019,133.9064,15.28,53,6,6.76
469,Asau,RO,2022-01-31 23:32:08,46.4333,26.4,25.72,86,100,4.27
470,Luderitz,NA,2022-01-31 23:32:08,-26.6481,15.1594,65.23,88,9,4.99
471,Rudbar,AF,2022-01-31 23:32:09,30.15,62.6,53.4,35,0,6.96
472,Moose Factory,CA,2022-01-31 23:32:09,51.2585,-80.6094,-2.2,60,75,9.22
473,Itarema,BR,2022-01-31 23:32:10,-2.9248,-39.9167,79.79,81,29,13.65
474,Sokoni,TZ,2022-01-31 23:32:11,-6.4333,39.55,79.88,76,33,8.72
475,Boddam,GB,2022-01-31 23:32:11,57.4667,-1.7833,46.54,89,100,22.95
476,Pithapuram,IN,2022-01-31 23:32:12,17.1167,82.2667,63.82,89,16,2.91
477,Padang,ID,2022-01-31 23:29:16,-0.9492,100.3543,77.05,88,62,3.18
478,Biak,ID,2022-01-31 23:28:12,-0.9131,122.8766,77.05,78,81,3.62
479,Skibbereen,IE,2022-01-31 23:32:13,51.55,-9.2667,48.0,85,81,20.8
480,Aloleng,PH,2022-01-31 23:32:13,16.1307,119.7824,77.74,70,10,11.45
481,Manggar,ID,2022-01-31 23:32:14,-2.8833,108.2667,79.74,79,100,6.51
482,Erenhot,CN,2022-01-31 23:32:14,43.6475,111.9767,-1.59,84,4,6.82
483,Codrington,AU,2022-01-31 23:30:01,-38.2667,141.9667,62.74,62,67,20.69
484,Sibu,MY,2022-01-31 23:32:16,2.3,111.8167,77.31,94,40,5.99
485,Gongzhuling,CN,2022-01-31 23:32:16,43.5008,124.8198,5.76,76,18,4.65
486,Solwezi,ZM,2022-01-31 23:32:17,-12.1688,26.3894,60.15,97,95,4.23
487,Aksha,RU,2022-01-31 23:32:17,50.2814,113.2867,-14.19,98,46,3.29
488,Midland,US,2022-01-31 23:29:33,31.9974,-102.0779,67.05,25,0,3.44
489,Sechura,PE,2022-01-31 23:33:19,-5.5569,-80.8222,74.88,67,100,12.17
490,Kirakira,SB,2022-01-31 23:33:19,-10.4544,161.9205,84.79,72,93,4.63
491,Inndyr,NO,2022-01-31 23:33:20,67.0338,14.0276,24.84,58,100,10.6
492,Chiredzi,ZW,2022-01-31 23:33:21,-21.05,31.6667,69.4,73,32,4.0
493,Shashi,CN,2022-01-31 23:33:21,30.3072,112.2447,37.36,72,82,6.04
494,Kazlu Ruda,LT,2022-01-31 23:33:22,54.7667,23.5,26.58,94,87,8.61
495,Acapulco,MX,2022-01-31 23:33:00,16.8634,-99.8901,84.02,61,20,10.36
496,Nata,PA,2022-01-31 23:33:23,8.3333,-80.5167,78.46,70,96,12.77
497,Basoko,CD,2022-01-31 23:32:44,1.2391,23.616,71.96,70,55,5.12
498,Ust-Tsilma,RU,2022-01-31 23:33:23,65.441,52.1498,0.03,98,100,3.67
499,Timmins,CA,2022-01-31 23:31:02,48.4669,-81.3331,13.82,73,100,8.05
500,Edea,CM,2022-01-31 23:33:24,3.8,10.1333,78.58,87,57,1.01
501,Bhum,IN,2022-01-31 23:33:25,18.4667,75.6667,65.53,27,2,9.33
502,Sarakhs,IR,2022-01-31 23:33:25,36.5449,61.1577,37.54,60,1,4.61
503,Santa Ana,US,2022-01-31 23:29:35,33.7456,-117.8678,69.64,57,75,1.99
504,Wencheng,CN,2022-01-31 23:33:26,33.0559,113.7978,30.87,60,69,3.76
505,Joao Camara,BR,2022-01-31 23:33:26,-5.5375,-35.8197,78.04,76,62,8.93
506,Taunggyi,MM,2022-01-31 23:33:27,20.7833,97.0333,43.63,62,3,3.76
507,Can Tho,VN,2022-01-31 23:33:28,10.0333,105.7833,75.18,94,20,6.91
508,Bandipur,NP,2022-01-31 23:33:28,27.9333,84.4167,46.85,76,90,2.13
509,Srednekolymsk,RU,2022-01-31 23:33:29,67.45,153.6833,-14.66,93,100,3.69
510,Eyl,SO,2022-01-31 23:33:29,7.9803,49.8164,76.64,74,51,15.23
511,Neiafu,TO,2022-01-31 23:33:30,-18.65,-173.9833,84.88,70,40,4.61
512,Mpika,ZM,2022-01-31 23:33:30,-11.8343,31.4529,59.31,97,22,0.87
513,Hobro,DK,2022-01-31 23:33:31,56.6431,9.7903,36.95,60,100,17.96
514,Kaspiyskiy,RU,2022-01-31 23:33:31,45.3929,47.3707,33.51,90,67,7.58
515,Alghero,IT,2022-01-31 23:33:32,40.5589,8.3181,53.69,66,0,14.97
516,Kilindoni,TZ,2022-01-31 23:33:32,-7.9139,39.6668,80.17,79,58,9.31
517,Batemans Bay,AU,2022-01-31 23:33:33,-35.7167,150.1833,90.19,54,5,2.95
518,Warrington,GB,2022-01-31 23:33:33,53.3925,-2.5802,47.44,88,75,11.01
519,Chumikan,RU,2022-01-31 23:33:34,54.7183,135.315,-4.47,86,75,14.67
520,Kargasok,RU,2022-01-31 23:33:34,59.0556,80.8572,4.51,95,90,8.63
521,Alcaniz,ES,2022-01-31 23:33:34,41.05,-0.1333,50.43,69,30,30.22
522,Hovd,MN,2022-01-31 23:33:35,48.0056,91.6419,-13.43,81,32,1.25
523,Kota Bahru,MY,2022-01-31 23:33:35,6.1333,102.2386,76.98,88,40,0.0
524,Hambantota,LK,2022-01-31 23:33:36,6.1241,81.1185,74.82,81,4,13.87
525,Kollam,IN,2022-01-31 23:33:36,8.8833,76.6,78.67,83,1,5.5
526,Morlaix,FR,2022-01-31 23:33:37,48.5833,-4.0,48.36,87,100,6.91
527,Lagos De Moreno,MX,2022-01-31 23:33:37,21.35,-101.9167,76.19,18,10,19.48
528,Defiance,US,2022-01-31 23:33:38,41.3334,-84.45,27.19,63,0,6.91
529,Aromashevo,RU,2022-01-31 23:33:39,56.8602,68.6375,5.7,98,91,3.76
530,Laguna,US,2022-01-31 23:33:39,38.421,-121.4238,65.14,52,0,1.99
531,Marawi,PH,2022-01-31 23:33:40,7.9986,124.2928,69.98,90,100,1.21
532,Loandjili,CG,2022-01-31 23:33:40,-4.7561,11.8578,78.91,89,75,4.61
533,Kemijarvi,FI,2022-01-31 23:33:41,66.7131,27.4306,-5.55,100,69,2.37
534,Gejiu,CN,2022-01-31 23:34:41,23.306,103.1635,37.26,95,100,4.29
535,Port Augusta,AU,2022-01-31 23:33:05,-32.5,137.7667,73.71,68,100,20.78
536,Alma,CA,2022-01-31 23:31:57,48.5501,-71.6491,-2.07,97,44,3.18
537,Klyuchi,RU,2022-01-31 23:34:42,52.2667,79.1667,6.15,97,71,7.0
538,Dingle,PH,2022-01-31 23:34:43,10.9995,122.6711,77.59,88,100,9.06
539,Bodden Town,KY,2022-01-31 23:34:43,19.2833,-81.25,75.2,66,40,5.01
